FRANCHISE,PLAYER,INJ,SALARY,YEARS,CONTRACT,ROSTER
Baltimore Ravens,"Bates, Jessie ATL S",,$5.10,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Chinn, Jeremy LVR S",,$5.01,2,2026 oEXT,ACTIVE_ROSTER
Baltimore Ravens,"Mustapha, Malik SFO S",,$2.06,3,2025 iEXT,ACTIVE_ROSTER
Baltimore Ravens,"Winfield, Antoine TBB S",,$9.11,2,2026 oEXT,ACTIVE_ROSTER
Baltimore Ravens,"Watson, Deshaun CLE QB",,$1.10,1,2026 R/F,TAXI_SQUAD
Baltimore Ravens,"Demercado, Emari KCC RB",,$1.60,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Miller, Kendre NOS RB",Questionable,$2.10,1,2023 2.06,TAXI_SQUAD
Baltimore Ravens,"Mitchell, Keaton LAC RB",,$2.00,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Singletary, Devin NYG RB",,$1.20,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Aiyuk, Brandon SFO WR",Holdout,$2.38,2,2026 B/R,TAXI_SQUAD
Baltimore Ravens,"Kirk, Christian SFO WR",,$2.00,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Tucker, Tre LVR WR",,$1.10,1,2026 ERFA,TAXI_SQUAD
Baltimore Ravens,"Gesicki, Mike CIN TE",,$1.20,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Bass, Tyler BUF PK",Questionable,$1.20,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"McPherson, Evan CIN PK",,$1.10,1,2026 R/F,TAXI_SQUAD
Baltimore Ravens,"Townsend, Tommy TEN PN",,$1.10,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Barmore, Christian NEP DT",,$2.00,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Regis, Albert JAC DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Baltimore Ravens,"Tart, Teair LAC DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Baltimore Ravens,"Hall, Derick SEA DE",,$1.10,1,2026 R/F,TAXI_SQUAD
Baltimore Ravens,"McGuire, Isaiah CLE DE",,$1.10,1,2026 R/F,TAXI_SQUAD
Baltimore Ravens,"Sawyer, Jack PIT DE",,$1.20,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Igbinosun, Davison BUF CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Baltimore Ravens,"Johnson, Jaylon CHI CB",,$2.00,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Muhammad, Malik CHI CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Baltimore Ravens,"Terrell, A.J. ATL CB",,$1.10,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Watson, Jaylen LAR CB",,$2.00,1,2026 UFA,TAXI_SQUAD
Baltimore Ravens,"Williams, Nohl KCC CB",,$1.10,1,2026 R/F,TAXI_SQUAD
Baltimore Ravens,"Hicks, Jaden KCC S",,$1.10,1,2026 R/F,TAXI_SQUAD
Baltimore Ravens,"Lewis, Cam CHI S",,$1.10,1,2026 R/F,TAXI_SQUAD
Cincinnati Bengals,"Williams, Caleb CHI QB",,$9.67,2,2024 1.01,ACTIVE_ROSTER
Cincinnati Bengals,"Willis, Malik MIA QB",,$10.10,1,2026 mEXT,ACTIVE_ROSTER
Cincinnati Bengals,"Davis, Malik DAL RB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cincinnati Bengals,"Harris, Najee FA RB",Questionable,$4.16,2,2025 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Jacobs, Josh GBP RB",,$14.27,1,2024 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Judkins, Quinshon CLE RB",Questionable,$5.28,3,2025 1.06,ACTIVE_ROSTER
Cincinnati Bengals,"Price, Jadarian SEA RB",,$8.26,4,2026 1.03,ACTIVE_ROSTER
Cincinnati Bengals,"Cowing, Jacob SFO WR",,$1.22,2,2024 4.01,ACTIVE_ROSTER
Cincinnati Bengals,"Evans, Mike SFO WR",,$24.80,2,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Horton, Tory SEA WR",Questionable,$1.12,3,2025 4.06,ACTIVE_ROSTER
Cincinnati Bengals,"Meyers, Jakobi JAC WR",,$9.12,2,2026 mEXT,ACTIVE_ROSTER
Cincinnati Bengals,"Moore, D.J. BUF WR",,$14.42,3,2026 oEXT,ACTIVE_ROSTER
Cincinnati Bengals,"Slayton, Darius NYG WR",Questionable,$1.10,1,2025 R/F,ACTIVE_ROSTER
Cincinnati Bengals,"Thompson, Brenen LAC WR",,$1.12,4,2026 4.03,ACTIVE_ROSTER
Cincinnati Bengals,"Wicks, Dontayvion PHI WR",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Johnson, Juwan NOS TE",,$4.85,2,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Njoku, David LAC TE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Parkinson, Colby LAR TE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cincinnati Bengals,"Pineiro, Eddy SFO PK",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Evans, Ethan LAR PN",,$1.14,1,2023 5.25,ACTIVE_ROSTER
Cincinnati Bengals,"Buckner, DeForest IND DT",Questionable,$17.56,1,2025 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Jones, Justin FA DT",Questionable,$3.86,2,2025 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Stewart, Grover IND DT",,$16.41,1,2025 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Enagbare, Kingsley NYJ DE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cincinnati Bengals,"Granderson, Carl NOS DE",,$5.92,1,2026 ORFAN,ACTIVE_ROSTER
Cincinnati Bengals,"Green, Mike BAL DE",,$1.41,3,2025 3.06,ACTIVE_ROSTER
Cincinnati Bengals,"Parker, T.J. BUF DE",,$1.46,4,2026 3.03,ACTIVE_ROSTER
Cincinnati Bengals,"Trice, Bralen ATL DE",,$1.54,2,2024 3.01,ACTIVE_ROSTER
Cincinnati Bengals,"Young, Byron LAR DE",,$5.81,1,2023 3.12^,ACTIVE_ROSTER
Cincinnati Bengals,"Bush, Devin CHI LB",,$10.26,3,2026 oEXT,ACTIVE_ROSTER
Cincinnati Bengals,"Campbell, Jihaad PHI LB",Questionable,$2.04,3,2025 2.06,ACTIVE_ROSTER
Cincinnati Bengals,"Overshown, DeMarvion DAL LB",,$7.51,2,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Williams, Dorian BUF LB",Questionable,$1.17,1,2023 5.10,ACTIVE_ROSTER
Cincinnati Bengals,"Davis, Carlton NEP CB",,$2.22,1,2024 iEXT,ACTIVE_ROSTER
Cincinnati Bengals,"Humphrey, Marlon BAL CB",,$3.80,2,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Moore, Kenny FA CB",,$3.07,2,2025 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Robertson, Amik WAS CB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Cincinnati Bengals,"Surtain II, Patrick DEN CB",,$3.15,3,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Blankenship, Reed HOU S",,$3.75,1,2026 ORFAN,ACTIVE_ROSTER
Cincinnati Bengals,"Conner, Chamarri KCC S",,$4.95,3,2026 UFA,ACTIVE_ROSTER
Cincinnati Bengals,"Jones, Brandon DEN S",Questionable,$5.88,1,2025 SRFA,ACTIVE_ROSTER
Cincinnati Bengals,"Moehrig, Trevon CAR S",,$6.92,1,2024 iEXT,ACTIVE_ROSTER
Cincinnati Bengals,"Thieneman, Dillon CHI S",,$2.29,4,2026 2.03,ACTIVE_ROSTER
Cincinnati Bengals,"Douglas, Caleb MIA WR",Questionable,$1.07,4,2026 4.10,TAXI_SQUAD
Cincinnati Bengals,"Washington, Malik MIA WR",,$1.10,2,2024 5.01,TAXI_SQUAD
Cincinnati Bengals,"All, Erick CIN TE",Questionable,$1.03,1,2024 UDFA,TAXI_SQUAD
Cincinnati Bengals,"Onyedim, Tyler DEN DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Cincinnati Bengals,"Gillotte, Ashton KCC DE",,$0.99,2,2025 UDFA,TAXI_SQUAD
Cincinnati Bengals,"Simon, Cody ARI LB",,$1.04,3,2025 5.06,TAXI_SQUAD
Cleveland Browns,"Mayfield, Baker TBB QB",,$22.96,1,2024 iEXT,ACTIVE_ROSTER
Cleveland Browns,"Rodgers, Aaron PIT QB",,$2.20,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Allgeier, Tyler ARI RB",,$4.37,2,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Gainwell, Kenneth TBB RB",,$9.60,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"McLaughlin, Jaleel DEN RB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cleveland Browns,"Sampson, Dylan CLE RB",,$1.61,3,2025 2.15,ACTIVE_ROSTER
Cleveland Browns,"Tucker, Sean TBB RB",,$3.52,1,2026 RRFA,ACTIVE_ROSTER
Cleveland Browns,"Williams, Kyren LAR RB",,$30.20,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Wright, Jaylen MIA RB",,$1.42,2,2024 3.06,ACTIVE_ROSTER
Cleveland Browns,"Coker, Jalen CAR WR",,$6.65,2,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Olave, Chris NOS WR",,$14.15,2,2025 iEXT,ACTIVE_ROSTER
Cleveland Browns,"Robinson, Wan'Dale TEN WR",,$6.94,2,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Tillman, Cedric CLE WR",,$4.85,1,2025 oEXT,ACTIVE_ROSTER
Cleveland Browns,"Knox, Dawson BUF TE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cleveland Browns,"Taylor, Mason NYJ TE",,$1.91,3,2025 2.08,ACTIVE_ROSTER
Cleveland Browns,"Lutz, Wil DEN PK",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cleveland Browns,"Dickson, Michael SEA PN",,$4.73,1,2024 iEXT,ACTIVE_ROSTER
Cleveland Browns,"Carter, Jalen PHI DT",,$3.80,1,2023 1.10+,ACTIVE_ROSTER
Cleveland Browns,"Jones, Travis BAL DT",,$6.00,1,2026 RRFA,ACTIVE_ROSTER
Cleveland Browns,"Turner, Shemar CHI DT",Questionable,$1.18,3,2025 3.22,ACTIVE_ROSTER
Cleveland Browns,"Wooden, Colby IND DT",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Wyatt, Devonte GBP DT",Questionable,$2.05,2,2025 iEXT,ACTIVE_ROSTER
Cleveland Browns,"Burns, Brian NYG DE",,$24.31,4,2025 iEXT,ACTIVE_ROSTER
Cleveland Browns,"Collins, Zaven ARI DE",,$4.10,1,2024 iEXT,ACTIVE_ROSTER
Cleveland Browns,"Tuimoloau, JT IND DE",,$1.21,3,2025 3.19,ACTIVE_ROSTER
Cleveland Browns,"Tuipulotu, Tuli LAC DE",,$1.29,1,2023 4.04,ACTIVE_ROSTER
Cleveland Browns,"Van Ness, Lukas GBP DE",,$1.43,1,2023 3.10,ACTIVE_ROSTER
Cleveland Browns,"Verse, Jared CLE DE",,$2.46,2,2024 1.16,ACTIVE_ROSTER
Cleveland Browns,"Young, Zion BAL DE",,$1.25,4,2026 3.13,ACTIVE_ROSTER
Cleveland Browns,"Greenlaw, Dre SFO LB",,$5.47,2,2025 oEXT,ACTIVE_ROSTER
Cleveland Browns,"Lloyd, Devin CAR LB",,$8.20,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Milano, Matt BUF LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cleveland Browns,"Wagner, Bobby FA LB",,$4.30,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"White, Devin LVR LB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Brown, Montaric JAC CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cleveland Browns,"Campbell, Tyson CLE CB",,$5.10,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Jackson, Donte LAC CB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Cleveland Browns,"Jones, Jack SFO CB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Taylor, Alontae TEN CB",,$6.01,1,2025 oEXT,ACTIVE_ROSTER
Cleveland Browns,"Belton, Dane NYJ S",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Cleveland Browns,"Blackmon, Julian NOS S",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cleveland Browns,"Branch, Brian DET S",Questionable,$3.70,1,2023 2.10^,ACTIVE_ROSTER
Cleveland Browns,"Hooker, Malik DAL S",Questionable,$1.10,1,2026 R/F,ACTIVE_ROSTER
Cleveland Browns,"James, Derwin LAC S",,$6.04,2,2025 iEXT,ACTIVE_ROSTER
Cleveland Browns,"Stone, Geno BUF S",,$3.52,1,2026 RRFA,ACTIVE_ROSTER
Cleveland Browns,"Green, Taylen CLE QB",,$0.98,4,2026 5.18,TAXI_SQUAD
Cleveland Browns,"Hunt, Kareem FA RB",,$1.10,1,2026 UFA,TAXI_SQUAD
Cleveland Browns,"Allen, Keenan FA WR",,$2.00,1,2026 UFA,TAXI_SQUAD
Cleveland Browns,"Bell, Skyler BUF WR",,$1.23,4,2026 3.14,TAXI_SQUAD
Cleveland Browns,"Bernard, Germie PIT WR",,$2.12,4,2026 2.05,TAXI_SQUAD
Cleveland Browns,"Boerkircher, Nate JAC TE",,$1.02,4,2026 4.19,TAXI_SQUAD
Cleveland Browns,"Stover, Cade HOU TE",,$1.09,2,2024 5.05,TAXI_SQUAD
Cleveland Browns,"Jacas, Gabe NEP DE",Questionable,$1.00,4,2026 5.05,TAXI_SQUAD
Cleveland Browns,"Carter, Barrett CIN LB",,$1.03,3,2025 5.18,TAXI_SQUAD
Cleveland Browns,"David, Lavonte FA LB",,$1.10,1,2026 UFA,TAXI_SQUAD
Cleveland Browns,"Owusu-Koramoah, Jeremiah CLE LB",IR-PUP,$2.01,2,2026 UFA,TAXI_SQUAD
Cleveland Browns,"Pratt, Germaine FA LB",,$2.01,2,2026 UFA,TAXI_SQUAD
Cleveland Browns,"Locke, P.J. DAL S",,$1.10,1,2026 UFA,TAXI_SQUAD
Cleveland Browns,"Smith, Harrison FA S",,$1.10,1,2026 UFA,TAXI_SQUAD
Pittsburgh Steelers,"Hurts, Jalen PHI QB",,$41.47,1,2024 oEXT,ACTIVE_ROSTER
Pittsburgh Steelers,"Murray, Kyler MIN QB",,$13.50,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Richardson, Anthony IND QB",,$9.22,1,2023 1.02,ACTIVE_ROSTER
Pittsburgh Steelers,"Charbonnet, Zach SEA RB",Questionable,$2.65,1,2023 1.16,ACTIVE_ROSTER
Pittsburgh Steelers,"Gordon, Ollie MIA RB",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Henderson, TreVeyon NEP RB",,$4.75,3,2025 1.07,ACTIVE_ROSTER
Pittsburgh Steelers,"Johnson, Kaleb PIT RB",,$2.45,3,2025 2.01,ACTIVE_ROSTER
Pittsburgh Steelers,"Pollard, Tony TEN RB",,$15.10,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Brazzell II, Chris CAR WR",,$1.30,4,2026 3.10,ACTIVE_ROSTER
Pittsburgh Steelers,"Dell, Tank HOU WR",Questionable,$1.50,1,2023 3.06,ACTIVE_ROSTER
Pittsburgh Steelers,"Mitchell, Adonai NYJ WR",,$2.28,2,2024 2.02,ACTIVE_ROSTER
Pittsburgh Steelers,"Ridley, Calvin TEN WR",,$13.31,1,2022 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Tate, Carnell TEN WR",,$9.73,4,2026 1.02,ACTIVE_ROSTER
Pittsburgh Steelers,"Waddle, Jaylen DEN WR",,$24.02,2,2026 oEXT,ACTIVE_ROSTER
Pittsburgh Steelers,"Williams, Antonio WAS WR",,$1.81,4,2026 2.10,ACTIVE_ROSTER
Pittsburgh Steelers,"Andrews, Mark BAL TE",,$8.57,1,2025 B/R,ACTIVE_ROSTER
Pittsburgh Steelers,"Briningstool, Jake KCC TE",Questionable,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Freiermuth, Pat PIT TE",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Helm, Gunnar TEN TE",,$1.04,3,2025 5.07,ACTIVE_ROSTER
Pittsburgh Steelers,"Mevis, Harrison LAR PK",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Pittsburgh Steelers,"Scott, J.K. LAC PN",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Pittsburgh Steelers,"Booker, Thomas LVR DT",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Pittsburgh Steelers,"Hamilton, Davon JAC DT",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Pittsburgh Steelers,"Heyward, Cameron PIT DT",,$9.10,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Mills, Rylie SEA DT",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Ezeiruaku, Donovan DAL DE",Questionable,$1.39,3,2025 3.07,ACTIVE_ROSTER
Pittsburgh Steelers,"Lawrence, Malachi DAL DE",,$1.63,4,2026 2.14,ACTIVE_ROSTER
Pittsburgh Steelers,"Stewart, Shemar CIN DE",,$1.54,3,2025 3.01,ACTIVE_ROSTER
Pittsburgh Steelers,"Walker, Jalon ATL DE",,$1.76,3,2025 2.11,ACTIVE_ROSTER
Pittsburgh Steelers,"Cooper, Edgerrin GBP LB",Questionable,$1.86,2,2024 2.08,ACTIVE_ROSTER
Pittsburgh Steelers,"Perkins, Harold ATL LB",,$1.01,4,2026 4.21,ACTIVE_ROSTER
Pittsburgh Steelers,"Queen, Patrick PIT LB",,$5.10,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Wilson, Mack ARI LB",Questionable,$7.00,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Bowman, Billy ATL CB",Questionable,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Forbes, Emmanuel LAR CB",,$1.25,1,2023 4.06,ACTIVE_ROSTER
Pittsburgh Steelers,"Hairston, Maxwell BUF CB",,$1.11,3,2025 4.07,ACTIVE_ROSTER
Pittsburgh Steelers,"McCoy, Jermod LVR CB",Questionable,$0.99,4,2026 5.07,ACTIVE_ROSTER
Pittsburgh Steelers,"Mitchell, Quinyon PHI CB",,$1.17,2,2024 4.08,ACTIVE_ROSTER
Pittsburgh Steelers,"Stingley Jr., Derek HOU CB",,$4.20,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Thomas, Azareye'h NYJ CB",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Bynum, Camryn IND S",,$5.10,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Fitzpatrick, Minkah NYJ S",,$4.50,1,2026 UFA,ACTIVE_ROSTER
Pittsburgh Steelers,"Hamilton, Kyle BAL S",,$7.80,3,2026 oEXT,ACTIVE_ROSTER
Pittsburgh Steelers,"Hufanga, Talanoa DEN S",,$9.77,1,2025 oEXT,ACTIVE_ROSTER
Pittsburgh Steelers,"Allar, Drew PIT QB",,$1.18,4,2026 3.18,TAXI_SQUAD
Pittsburgh Steelers,"Simpson, Ty LAR QB",,$2.39,4,2026 2.02,TAXI_SQUAD
Pittsburgh Steelers,"Laube, Dylan LVR RB",,$1.10,1,2026 R/F,TAXI_SQUAD
Pittsburgh Steelers,"Randall, Adam BAL RB",,$0.99,4,2026 5.10,TAXI_SQUAD
Pittsburgh Steelers,"Metchie, John CAR WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Pittsburgh Steelers,"Polk, Ja'Lynn NOS WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Pittsburgh Steelers,"Restrepo, Xavier TEN WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Pittsburgh Steelers,"Joly, Justin DEN TE",,$0.98,4,2026 5.19,TAXI_SQUAD
Pittsburgh Steelers,"Trigg, Michael DAL TE",,$0.99,4,2026 5.12,TAXI_SQUAD
Houston Texans,"Howard, Will PIT QB",,$1.08,3,2025 4.13,ACTIVE_ROSTER
Houston Texans,"Klubnik, Cade NYJ QB",Questionable,$0.98,4,2026 5.13,ACTIVE_ROSTER
Houston Texans,"Milroe, Jalen SEA QB",,$1.29,3,2025 3.13,ACTIVE_ROSTER
Houston Texans,"Payton, Cole PHI QB",,$0.98,4,2026 5.16,ACTIVE_ROSTER
Houston Texans,"Purdy, Brock SFO QB",,$37.58,4,2025 oEXT,ACTIVE_ROSTER
Houston Texans,"Smith, Geno NYJ QB",,$4.70,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Black, Kaelon SFO RB",,$1.03,4,2026 4.16,ACTIVE_ROSTER
Houston Texans,"Guerendo, Isaac SFO RB",Questionable,$1.13,2,2024 4.12,ACTIVE_ROSTER
Houston Texans,"Marks, Woody HOU RB",,$1.10,3,2025 4.09,ACTIVE_ROSTER
Houston Texans,"McCaffrey, Christian SFO RB",,$15.68,1,2025 B/R,ACTIVE_ROSTER
Houston Texans,"Pacheco, Isiah DET RB",,$5.30,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Skattebo, Cam NYG RB",Questionable,$1.67,3,2025 2.13,ACTIVE_ROSTER
Houston Texans,"Brown, A.J. NEP WR",,$23.12,1,2022 iEXT,ACTIVE_ROSTER
Houston Texans,"Iosivas, Andrei CIN WR",,$1.17,1,2023 5.09,ACTIVE_ROSTER
Houston Texans,"Lamb, CeeDee DAL WR",,$24.65,2,2023 iEXT,ACTIVE_ROSTER
Houston Texans,"Lane, Ja'Kobi BAL WR",,$1.02,4,2026 4.18,ACTIVE_ROSTER
Houston Texans,"Legette, Xavier CAR WR",,$2.57,2,2024 1.15,ACTIVE_ROSTER
Houston Texans,"Pierce, Alec IND WR",Questionable,$20.69,3,2025 iEXT,ACTIVE_ROSTER
Houston Texans,"Stribling, De'Zhaun SFO WR",,$2.62,4,2026 1.16,ACTIVE_ROSTER
Houston Texans,"Higbee, Tyler LAR TE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Houston Texans,"Kincaid, Dalton BUF TE",,$4.10,1,2023 1.09,ACTIVE_ROSTER
Houston Texans,"Musgrave, Luke GBP TE",Questionable,$1.10,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Otton, Cade TBB TE",,$7.35,2,2024 iEXT,ACTIVE_ROSTER
Houston Texans,"Raridon, Eli NEP TE",,$1.11,4,2026 4.04,ACTIVE_ROSTER
Houston Texans,"Sanders, Jason NYJ PK",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Houston Texans,"Dixon, Riley TBB PN",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Houston Texans,"Briggs, Jowon NYJ DT",,$2.09,3,2026 oEXT,ACTIVE_ROSTER
Houston Texans,"Fiske, Braden LAR DT",,$1.58,2,2024 2.15,ACTIVE_ROSTER
Houston Texans,"Graham, Mason CLE DT",Questionable,$2.99,3,2025 1.13,ACTIVE_ROSTER
Houston Texans,"Hargrave, Javon GBP DT",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Jackson, Darrell NYJ DT",,$1.01,4,2026 4.22,ACTIVE_ROSTER
Houston Texans,"Kancey, Calijah TBB DT",,$1.93,1,2023 2.09,ACTIVE_ROSTER
Houston Texans,"Hutchinson, Aidan DET DE",,$10.26,5,2025 iEXT,ACTIVE_ROSTER
Houston Texans,"Johnson, Jermaine TEN DE",,$7.46,4,2025 iEXT,ACTIVE_ROSTER
Houston Texans,"Mesidor, Akheem LAC DE",,$1.56,4,2026 2.16,ACTIVE_ROSTER
Houston Texans,"Ojabo, David MIA DE",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Al-Shaair, Azeez HOU LB",Questionable,$4.44,1,2024 iEXT,ACTIVE_ROSTER
Houston Texans,"Bethune, Tatum SFO LB",Questionable,$1.10,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Davis, Demario NYJ LB",,$3.23,2,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Davis-Gaither, Akeem IND LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Deablo, Divine ATL LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Liufau, Marist DAL LB",,$1.10,2,2024 4.21,ACTIVE_ROSTER
Houston Texans,"Rolder, Jimmy DET LB",,$1.02,4,2026 4.20,ACTIVE_ROSTER
Houston Texans,"Baker, Darrell MIA CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Houston Texans,"Dean, Jamel PIT CB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Houston Texans,"Ponds, D'Angelo NYJ CB",,$1.20,4,2026 3.16,ACTIVE_ROSTER
Houston Texans,"Witherspoon, Devon SEA CB",,$3.70,1,2023 3.09^,ACTIVE_ROSTER
Houston Texans,"Baker, Budda ARI S",,$7.37,1,2025 oEXT,ACTIVE_ROSTER
Houston Texans,"Epps, Marcus PHI S",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Houston Texans,"Kinchens, Kamren LAR S",,$1.09,2,2024 5.09,ACTIVE_ROSTER
Houston Texans,"Moore, Malachi NYJ S",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Houston Texans,"Taylor-Demerson, Dadrion ARI S",,$1.08,2,2024 5.18,ACTIVE_ROSTER
Houston Texans,"Minshew, Gardner ARI QB",,$1.10,1,2026 R/F,TAXI_SQUAD
Houston Texans,"Wentz, Carson MIN QB",,$1.10,1,2026 R/F,TAXI_SQUAD
Houston Texans,"Bourne, Kendrick ARI WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Houston Texans,"Smith, Arian NYJ WR",,$0.99,2,2025 UDFA,TAXI_SQUAD
Houston Texans,"Tomlinson, Dalvin LAC DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Houston Texans,"Gumbs, George IND DE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Houston Texans,"Josephs, Joshua WAS DE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Houston Texans,"Overton, LT DAL DE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Houston Texans,"Williams, Wesley JAC DE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Houston Texans,"McFadden, Micah NYG LB",,$1.10,1,2026 R/F,TAXI_SQUAD
Houston Texans,"Speed, E.J. HOU LB",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Indianapolis Colts,"Jackson, Lamar BAL QB",,$43.14,1,2026 NEFT2,ACTIVE_ROSTER
Indianapolis Colts,"Nix, Bo DEN QB",Questionable,$1.81,2,2024 2.09,ACTIVE_ROSTER
Indianapolis Colts,"Kamara, Alvin NOS RB",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Indianapolis Colts,"Monangai, Kyle CHI RB",,$1.03,3,2025 5.14,ACTIVE_ROSTER
Indianapolis Colts,"Montgomery, David HOU RB",,$17.03,1,2024 iEXT,ACTIVE_ROSTER
Indianapolis Colts,"Stevenson, Rhamondre NEP RB",,$4.58,1,2024 iEXT,ACTIVE_ROSTER
